contact_id;address_line1;address_line2;locality;region;postcode;country;phone_no;email
1813;Balla utca 4.;;Szeged;Csongrád;9054;HU;-6216;nwiger@verizon.net
1814;Aranka sétány 4. 85. emelet;;Budapest;Pest;9054;HU;-4353;mkearl@verizon.net
1815;Szabina part 09.;;Pécs;Baranya;9054;HU;-6154;rwelty@verizon.net
1816;Milán kert 10. 78. ajtó;;Szeged;Csongrád;9054;HU;-1851;punkis@aol.com
1817;Barta erdõsor 012.;;Budapest;Pest;9054;HU;-6869;arathi@optonline.net
1818;Flóra országút 00.;;Miskolc;Borsod-Abaúj-Zemplén;9054;HU;-8944;chaki@hotmail.com
1819;Pap sétány 877. 55. ajtó;;Nagykanizsa;Zala;9054;HU;-7158;rupak@hotmail.com
1820;Rebeka játszótér 32.;;Bácsalmás;Bács-Kiskun;9054;HU;-6361;ivoibs@aol.com
1821;Noel sétány 79.;;Budapest;Pest;9054;HU;-7779;miltchev@mac.com
1822;Antal körönd 118. 70. emelet;;Budapest;Pest;9054;HU;-2607;jhardin@sbcglobal.net
1823;Valéria híd 1.;;Eger;Heves;9054;HU;-7358;zeitlin@yahoo.ca
1824;Lakatos udvar 93.;;Salgótarján;Nógrád;9054;HU;-5307;engelen@att.net
1825;Sándor híd 880. 63. ajtó;;Budapest;Pest;9054;HU;-9977;demmel@comcast.net
1826;Balázs körtér 8. 78. ajtó;;Szeged;Csongrád;9054;HU;-9071;giafly@outlook.com
1827;Király utca 662.;;Kaposvár;Somogy;9054;HU;-2793;moinefou@outlook.com
1828;Hunor gát 3.;;Kecskemét;Bács-Kiskun;9054;HU;-1870;irving@comcast.net
1829;Halász körtér 42. 72. ajtó;;Zalaegerszeg;Zala;9054;HU;-6387;chrisk@msn.com
1830;Major park 68.;;Nyíregyháza;Szabolcs-Szatmár-Bereg;9054;HU;-4369;jmmuller@mac.com
1831;Máté rakpart 3.;;Budapest;Pest;9054;HU;-8267;nasor@aol.com
1832;Major mélyút 67.;;Gyõr;Tolna;9054;HU;-9590;jsnover@verizon.net
1833;Bodnár dûlõút 551. 84. ajtó;;Debrecen;Hajdú-Bihar;9054;HU;-3865;dobey@icloud.com
1834;Kornél dûlõút 953.;;Gönc;Baranya;9054;HU;-10045;uqmcolyv@sbcglobal.net
1835;Martina forduló 67.;;Budapest;Pest;9054;HU;-9423;doche@sbcglobal.net
1836;Dobos ösvény 29.;;Budapest;Pest;9054;HU;-9117;mhassel@sbcglobal.net
1837;Liliána pincesor 3. 64. emelet;;Pécs;Baranya;9054;HU;-9426;cgcra@me.com
1838;Dalma mélyút 583. 73. ajtó;;Budapest;Pest;9054;HU;-7077;animats@outlook.com
1839;Boros park 8.;;Ráckeve;Pest;9054;HU;-3027;arathi@mac.com
1840;Gál gát 203. 29. emelet;;Budapest;Pest;9054;HU;-7901;kwilliams@hotmail.com
1841;Henriett játszótér 29. 79. ajtó;;Budapest;Pest;9054;HU;-5512;kobayasi@verizon.net
1842;Török dûlõsor 91.;;Budapest;Pest;9054;HU;-4899;feamster@yahoo.ca
1843;Sándor tér 494. 00. emelet;;Eger;Heves;9054;HU;-9672;bester@optonline.net
1844;Zoltán sugárút 02.;;Sátoraljaújhely;Borsod-Abaúj-Zemplén;9054;HU;-5056;grady@att.net
1845;Dorina pincesor 880. 94. emelet;;Budapest;Pest;9054;HU;-6129;portscan@comcast.net
1846;Kristóf ösvény 214. 05. ajtó;;Budapest;Pest;9054;HU;-9650;mcnihil@yahoo.com
1847;Zsóka árok 56.;;Budapest;Pest;9054;HU;-10102;gmcgath@gmail.com
1848;Kíra átjáró 91. 90. emelet;;Budapest;Pest;9054;HU;-5057;kassiesa@comcast.net
1849;Kozma ösvény 10.;;Dabas;Pest;9054;HU;-8259;farber@hotmail.com
1850;István sétaút 2.;;Kazincbarcika;Borsod-Abaúj-Zemplén;9054;HU;-7611;ebassi@me.com
1851;Lakatos átjáró 86.;;Kaposvár;Somogy;9054;HU;-5388;noodles@msn.com
1852;Török tere 95. 86. emelet;;Budapest;Pest;9054;HU;-1675;empathy@yahoo.com
1853;Mia lejtõ 424. 19. emelet;;Budapest;Pest;9054;HU;-9311;bulletin@me.com
1854;Zétény lakótelep 2. 17. ajtó;;Budapest;Pest;9054;HU;-5212;mobileip@hotmail.com
1855;Lakatos híd 91. 32. ajtó;;Salgótarján;Nógrád;9054;HU;-7553;symbolic@outlook.com
1856;Szûcs sugárút 19. 98. emelet;;Veszprém;Veszprém;9054;HU;-8128;kspiteri@comcast.net
1857;Bendegúz lejáró 0.;;Budapest;Pest;9054;HU;-3117;hstiles@mac.com
1858;Fekete lejáró 8. 12. ajtó;;Budapest;Pest;9054;HU;-9708;stinson@gmail.com
1859;Áron forduló 36.;;Hódmezõvásárhely;Csongrád;9054;HU;-9686;lstein@att.net
1860;Tamás híd 46. 89. emelet;;Sopron;Gyõr-Moson-Sopron;9054;HU;-10001;sequin@aol.com
1861;Tamás mélyút 671.;;Nyíregyháza;Szabolcs-Szatmár-Bereg;9054;HU;-3182;mrsam@gmail.com
1862;Fazekas sétaút 077.;;Budapest;Pest;9054;HU;-1998;lbecchi@gmail.com
1863;Szûcs ösvény 579.;;Budapest;Pest;9054;HU;-5493;hllam@outlook.com
1864;Johanna tere 36. 35. ajtó;;Nyíregyháza;Szabolcs-Szatmár-Bereg;9054;HU;-5988;paulv@aol.com
1865;Márton pincesor 6.;;Salgótarján;Nógrád;9054;HU;-5589;falcao@verizon.net
1866;Klaudia kert 03. 33. ajtó;;Budapest;Pest;9054;HU;-7038;yangyan@gmail.com
1867;Balla híd 22.;;Fehérgyarmat;Szabolcs-Szatmár-Bereg;9054;HU;-7400;thurston@me.com
1868;Faragó körtér 29. 74. emelet;;Budapest;Pest;9054;HU;-3074;mcast@att.net
1869;Kiss pincesor 25.;;Gárdony;Fejér;9054;HU;-6242;bjornk@yahoo.ca
1870;Zétény erdõsor 02. 85. ajtó;;Budapest;Pest;9054;HU;-7392;library@att.net
1871;Szabó határsor 7. 00. emelet;;Budapest;Pest;9054;HU;-8771;atmarks@att.net
1872;Dobos köz 758. 89. ajtó;;Érd;Pest;9054;HU;-5384;hahiss@hotmail.com
1873;János kert 846.;;Szolnok;Somogy;9054;HU;-7519;isaacson@me.com
1874;Hajdu körtér 26. 38. ajtó;;Tatabánya;Komárom-Esztergom;9054;HU;-4090;kodeman@msn.com
1875;Király körönd 52.;;Budapest;Pest;9054;HU;-10182;gomor@me.com
1876;Sipos tere 122. 42. emelet;;Kecskemét;Bács-Kiskun;9054;HU;-6645;flakeg@optonline.net
1877;Ottó gát 69.;;Budapest;Pest;9054;HU;-9899;haddawy@msn.com
1878;Patrik játszótér 466.;;Budapest;Pest;9054;HU;-1649;bjoern@aol.com
1879;Vörös forduló 34.;;Budapest;Pest;9054;HU;-5733;agapow@mac.com
1880;Németh liget 302.;;Hatvan;Heves;9054;HU;-3060;symbolic@yahoo.ca
1881;Kovács lépcsõ 48.;;Budapest;Pest;9054;HU;-3782;gamma@msn.com
1882;Izabella lejáró 61.;;Balatonalmádi;Veszprém;9054;HU;-8945;josephw@mac.com
1883;Kornél sétány 820.;;Budapest;Pest;9054;HU;-9095;torgox@mac.com
1884;Szandra utca 66. 75. ajtó;;Zalaegerszeg;Zala;9054;HU;-4318;jnolan@mac.com
1885;Hegedûs körút 16.;;Budapest;Pest;9054;HU;-7929;keiji@yahoo.ca
1886;Izabella üdülõpart 08. 95. ajtó;;Budapest;Pest;9054;HU;-8407;wildixon@comcast.net
1887;Marietta körönd 690. 83. ajtó;;Kaposvár;Somogy;9054;HU;-5583;glenz@verizon.net
1888;Csenge tér 2.;;Budapest;Pest;9054;HU;-1977;techie@optonline.net
1889;Váradi út 32. 41. emelet;;Tatabánya;Komárom-Esztergom;9054;HU;-6071;spadkins@verizon.net
1890;Szekeres köz 02.;;Budapest;Pest;9054;HU;-10007;msusa@icloud.com
1891;Martina tere 32.;;Budapest;Pest;9054;HU;-6912;hikoza@outlook.com
1892;Andrea liget 97.;;Tatabánya;Komárom-Esztergom;9054;HU;-3214;tmccarth@verizon.net
1893;Zsolt körút 64. 60. ajtó;;Tatabánya;Komárom-Esztergom;9054;HU;-9102;balchen@verizon.net
1894;Csenge udvar 386.;;Budapest;Pest;9054;HU;-3346;jimxugle@yahoo.ca
1895;Biró erdõsor 46.;;Budapest;Pest;9054;HU;-3176;skythe@optonline.net
1896;Somogyi pincesor 6.;;Budapest;Pest;9054;HU;-4122;slanglois@comcast.net
1897;Sára átjáró 537.;;Budapest;Pest;9054;HU;-4378;duchamp@verizon.net
1898;Gulyás körtér 82.;;Hódmezõvásárhely;Csongrád;9054;HU;-2395;kidehen@verizon.net
1899;Flóra dûlõsor 8. 95. emelet;;Dunaújváros;Fejér;9054;HU;-5231;jimmichie@att.net
1900;Deák határút 17.;;Székesfehérvár;Fejér;9054;HU;-4998;moxfulder@live.com
1901;Mészáros határút 9.;;Budapest;Pest;9054;HU;-8865;kidehen@aol.com
1902;Márton út 836. 90. emelet;;Zalaegerszeg;Zala;9054;HU;-4357;harpes@att.net
1903;Fehér határút 76.;;Budapest;Pest;9054;HU;-5824;bflong@msn.com
1904;Kozma sugárút 46.;;Budapest;Pest;9054;HU;-6060;msusa@outlook.com
1905;Adél kert 02.;;Salgótarján;Nógrád;9054;HU;-10248;temmink@sbcglobal.net
1906;Pásztor lejáró 2. 58. emelet;;Budapest;Pest;9054;HU;-9004;dougj@msn.com
1907;Ádám játszótér 0.;;Kecskemét;Bács-Kiskun;9054;HU;-3065;matloff@yahoo.com
1908;Katalin játszótér 56.;;Szolnok;Somogy;9054;HU;-2712;okroeger@optonline.net
1909;Hegedûs pincesor 835.;;Szekszárd;Tolna;9054;HU;-3185;grdschl@comcast.net
1910;Dobos határút 649.;;Budapest;Pest;9054;HU;-6127;amichalo@me.com
1911;Sándor erdõsor 420. 09. emelet;;Budapest;Pest;9054;HU;-6538;wojciech@aol.com
1912;Vince turistaút 72.;;Budapest;Pest;9054;HU;-2436;knorr@hotmail.com
1913;Kristóf körönd 5.;;Érd;Pest;9054;HU;-7965;esokullu@me.com
1914;Gitta gát 788. 89. emelet;;Szekszárd;Tolna;9054;HU;-2683;koudas@sbcglobal.net
1915;Benedek sétaút 165. 61. emelet;;Tatabánya;Komárom-Esztergom;9054;HU;-9740;msloan@sbcglobal.net
1916;Dalma köz 948. 39. ajtó;;Budapest;Pest;9054;HU;-4814;suresh@yahoo.com
1917;Judit lakótelep 5.;;Budapest;Pest;9054;HU;-6058;pjacklam@mac.com
1918;Takács tér 4. 02. emelet;;Budapest;Pest;9054;HU;-8850;frederic@verizon.net
1919;Panna körönd 634. 73. ajtó;;Sárvár;Vas;9054;HU;-4057;mwandel@yahoo.com
1920;Novák dûlõsor 8. 48. ajtó;;Budapest;Pest;9054;HU;-8489;portele@yahoo.ca
1921;Juhász lejtõ 775.;;Budapest;Pest;9054;HU;-2957;xtang@yahoo.ca
1922;Bodnár sétány 052.;;Debrecen;Hajdú-Bihar;9054;HU;-2212;grady@gmail.com
1923;Kevin útja 43.;;Sásd;Baranya;9054;HU;-8524;granboul@hotmail.com
1924;Mihály tér 378. 35. emelet;;Budapest;Pest;9054;HU;-1931;payned@icloud.com
1925;Barna udvar 069. 04. ajtó;;Hajdúszoboszló;Hajdú-Bihar;9054;HU;-3249;rjones@live.com
1926;Jázmin köz 51. 70. ajtó;;Budapest;Pest;9054;HU;-4548;jgoerzen@yahoo.com
1927;Liza lépcsõ 52. 88. emelet;;Kaposvár;Somogy;9054;HU;-3479;chaikin@optonline.net
1928;Juhász lakótelep 8.;;Tatabánya;Komárom-Esztergom;9054;HU;-3990;zwood@msn.com
1929;Dudás lejáró 202. 11. emelet;;Budapest;Pest;9054;HU;-10424;sabren@verizon.net
1930;Pál mélyút 56. 21. ajtó;;Budapest;Pest;9054;HU;-8545;miami@sbcglobal.net
1931;Dobos gát 697.;;Budapest;Pest;9054;HU;-10335;jmcnamara@me.com
1932;Barta körtér 44.;;Eger;Heves;9054;HU;-1994;jyoliver@verizon.net
1933;László ösvény 34. 48. emelet;;Szolnok;Somogy;9054;HU;-4854;euice@verizon.net
1934;Csenge sor 26.;;Budapest;Pest;9054;HU;-4023;zeitlin@msn.com
1935;Kelemen kert 4.;;Budapest;Pest;9054;HU;-8397;mxiao@gmail.com
1936;Hunor mélyút 410.;;Salgótarján;Nógrád;9054;HU;-4895;frikazoyd@aol.com
1937;Szilágyi dûlõút 78. 80. ajtó;;Kaposvár;Somogy;9054;HU;-1777;fraterk@live.com
1938;Áron udvar 49. 06. emelet;;Nagyatád;Somogy;9054;HU;-2883;gamma@live.com
1939;Farkas gát 23. 50. ajtó;;Tiszakécske;Bács-Kiskun;9054;HU;-7760;biglou@yahoo.ca
1940;Ramóna árok 36.;;Vecsés;Pest;9054;HU;-3243;bartak@msn.com
1941;Virág dûlõsor 393.;;Budapest;Pest;9054;HU;-3408;tbusch@sbcglobal.net
1942;Novák udvar 1. 57. emelet;;Kiskunmajsa;Bács-Kiskun;9054;HU;-3253;danneng@yahoo.com
1943;Dorottya körút 10.;;Budapest;Pest;9054;HU;-2695;isotopian@outlook.com
1944;Zoltán dûlõút 32.;;Püspökladány;Gyõr-Moson-Sopron;9054;HU;-9833;wetter@live.com
1945;Vass sor 7. 06. ajtó;;Bicske;Fejér;9054;HU;-7164;mschilli@verizon.net
1946;Zsolt lejtõ 03.;;Budapest;Pest;9054;HU;-8672;isaacson@msn.com
1947;Panna forduló 98. 49. ajtó;;Pécs;Baranya;9054;HU;-1655;ribet@aol.com
1948;Pataki park 54.;;Budapest;Pest;9054;HU;-4040;pgottsch@yahoo.com
1949;Antal országút 05.;;Budapest;Pest;9054;HU;-2180;grossman@verizon.net
1950;Molnár országút 0. 21. ajtó;;Budapest;Pest;9054;HU;-4173;sethbrown@att.net
1951;Gitta dûlõsor 99. 38. ajtó;;Budapest;Pest;9054;HU;-1658;shaffei@hotmail.com
1952;Gál sor 2.;;Sopron;Gyõr-Moson-Sopron;9054;HU;-6686;kidehen@hotmail.com
1953;Bognár part 7.;;Budapest;Pest;9054;HU;-7979;rgarcia@optonline.net
1954;Maja sor 313.;;Budapest;Pest;9054;HU;-9181;seano@me.com
1955;Jenõ park 894.;;Debrecen;Hajdú-Bihar;9054;HU;-6999;snunez@msn.com
1956;Farkas körönd 21. 73. emelet;;Zalaegerszeg;Zala;9054;HU;-3511;pgottsch@sbcglobal.net
1957;Virág udvar 79. 34. ajtó;;Szekszárd;Tolna;9054;HU;-6877;loscar@hotmail.com
1958;Ármin határsor 6.;;Székesfehérvár;Fejér;9054;HU;-2209;sassen@hotmail.com
1959;Marianna tér 051.;;Budapest;Pest;9054;HU;-7546;scottzed@sbcglobal.net
1960;Tamás útja 6.;;Budapest;Pest;9054;HU;-6239;barjam@icloud.com
1961;Fodor sétány 3. 15. emelet;;Budapest;Pest;9054;HU;-5473;leslie@comcast.net
1962;Kornél körönd 02. 94. emelet;;Tatabánya;Komárom-Esztergom;9054;HU;-2494;mfleming@att.net
1963;Barnabás tér 57. 75. ajtó;;Eger;Heves;9054;HU;-3362;budinger@comcast.net
1964;Olivér határút 246.;;Tatabánya;Komárom-Esztergom;9054;HU;-10513;grinder@icloud.com
1965;Bognár dûlõsor 2.;;Hódmezõvásárhely;Csongrád;9054;HU;-6994;intlprog@att.net
1966;Adél üdülõpart 52.;;Szentgotthárd;Vas;9054;HU;-8155;kempsonc@msn.com
1967;Juhász árok 76.;;Budapest;Pest;9054;HU;-7329;mastinfo@yahoo.ca
1968;Ramóna átjáró 76.;;Budapest;Pest;9054;HU;-5064;dartlife@me.com
1969;Péter üdülõpart 314.;;Bicske;Fejér;9054;HU;-4350;salesgeek@att.net
1970;Erzsébet pincesor 59. 36. ajtó;;Budapest;Pest;9054;HU;-3080;evilopie@optonline.net
1971;Sára rakpart 2.;;Budapest;Pest;9054;HU;-7883;ivoibs@sbcglobal.net
1972;Balla sor 0. 44. ajtó;;Gödöllõ;Pest;9054;HU;-7909;oechslin@att.net
1973;Zsolt lépcsõ 10.;;Nyíregyháza;Szabolcs-Szatmár-Bereg;9054;HU;-7646;murty@me.com
1974;Balázs játszótér 6. 21. ajtó;;Budapest;Pest;9054;HU;-7465;dkeeler@outlook.com
1975;Szabó lejtõ 6.;;Dunaújváros;Fejér;9054;HU;-3103;tubesteak@att.net
1976;Flóra árok 48. 29. ajtó;;Budapest;Pest;9054;HU;-4248;thrymm@hotmail.com
1977;Vörös sugárút 117. 83. emelet;;Budapest;Pest;9054;HU;-5956;petersko@aol.com
1978;Albert út 9.;;Fonyód;Borsod-Abaúj-Zemplén;9054;HU;-5383;gknauss@hotmail.com
1979;Illés sor 98. 13. ajtó;;Szigetvár;Baranya;9054;HU;-5080;bhtower@att.net
1980;Máté liget 785. 38. emelet;;Budapest;Pest;9054;HU;-8492;danny@yahoo.com
1981;Botond körönd 26. 45. emelet;;Dombóvár;Komárom-Esztergom;9054;HU;-9638;adhere@aol.com
1982;Maja határút 39. 75. emelet;;Budapest;Pest;9054;HU;-2745;qmacro@sbcglobal.net
1983;Sára lejáró 0. 42. ajtó;;Budapest;Pest;9054;HU;-5392;naupa@verizon.net
1984;Budai gát 438. 75. ajtó;;Kaposvár;Somogy;9054;HU;-6066;cgreuter@me.com
1985;Soma körönd 23. 16. ajtó;;Budapest;Pest;9054;HU;-9519;nweaver@me.com
1986;Kovács turistaút 333.;;Budapest;Pest;9054;HU;-5092;pmint@att.net
1987;Szabó lejtõ 681.;;Nagykanizsa;Zala;9054;HU;-7513;rasca@yahoo.ca
1988;Flóra tere 4. 45. ajtó;;Kaposvár;Somogy;9054;HU;-5067;wiseb@yahoo.com
1989;Panna üdülõpart 14.;;Pápa;Veszprém;9054;HU;-6803;sscorpio@aol.com
1990;Gréta üdülõpart 783.;;Budapest;Pest;9054;HU;-8996;rande@aol.com
1991;Barta ösvény 1.;;Budapest;Pest;9054;HU;-2975;zeller@outlook.com
1992;Virág rakpart 54.;;Hódmezõvásárhely;Csongrád;9054;HU;-9011;tlinden@icloud.com
1993;Sipos utca 834.;;Kecskemét;Bács-Kiskun;9054;HU;-2150;ducasse@yahoo.ca
1994;Kristóf ösvény 99. 23. ajtó;;Kaposvár;Somogy;9054;HU;-3141;sonnen@me.com
1995;Mihály országút 480.;;Budapest;Pest;9054;HU;-7151;naupa@hotmail.com
1996;Halász körönd 414. 26. emelet;;Csorna;Zala;9054;HU;-10250;jipsen@yahoo.ca
1997;Tóth orom 2.;;Érd;Pest;9054;HU;-7178;ijackson@comcast.net
1998;Izabella sugárút 39. 17. ajtó;;Budapest;Pest;9054;HU;-3436;munson@mac.com
1999;Veres park 178. 22. ajtó;;Budapest;Pest;9054;HU;-9593;miami@sbcglobal.net
2000;Fülöp határsor 6.;;Tapolca;Veszprém;9054;HU;-9285;marcs@att.net
2001;Farkas határsor 26. 23. ajtó;;Bácsalmás;Bács-Kiskun;9054;HU;-7168;henkp@icloud.com
2002;Kocsis pincesor 01. 58. ajtó;;Budapest;Pest;9054;HU;-2836;sonnen@hotmail.com
2003;Jónás körönd 90. 14. ajtó;;Gyõr;Tolna;9054;HU;-5606;giafly@att.net
2004;Olívia körút 21. 00. ajtó;;Budapest;Pest;9054;HU;-4802;sabren@sbcglobal.net
2005;Vincze lejtõ 199.;;Dunaújváros;Fejér;9054;HU;-3635;ismail@outlook.com
2006;Patrícia orom 28.;;Sarkad;Békés;9054;HU;-6239;jeteve@mac.com
2007;Orsós lejtõ 62. 19. emelet;;Szekszárd;Tolna;9054;HU;-2693;parents@optonline.net
2008;Zétény park 74. 03. ajtó;;Székesfehérvár;Fejér;9054;HU;-5215;microfab@att.net
2009;Farkas erdõsor 601.;;Veszprém;Veszprém;9054;HU;-4735;uncle@comcast.net
2010;Bence körtér 2.;;Pécsvárad;Baranya;9054;HU;-7419;lbaxter@gmail.com
2011;Bodnár sugárút 32. 88. ajtó;;Budapest;Pest;9054;HU;-4169;druschel@yahoo.ca
2012;Benedek gát 70.;;Budapest;Pest;9054;HU;-9998;gravyface@comcast.net
2013;Boróka sugárút 32. 97. emelet;;Gyõr;Tolna;9054;HU;-2025;ovprit@mac.com
2014;Kíra dûlõsor 9.;;Hódmezõvásárhely;Csongrád;9054;HU;-7643;flakeg@me.com
2015;Boglárka park 70.;;Szolnok;Somogy;9054;HU;-7137;keiji@me.com
2016;Orosz turistaút 44. 54. emelet;;Budapest;Pest;9054;HU;-6971;russotto@yahoo.ca
2017;Deák utca 62. 01. emelet;;Budapest;Pest;9054;HU;-5155;fukuchi@comcast.net
2018;Jónás forduló 160.;;Budapest;Pest;9054;HU;-5551;aprakash@me.com
2019;Liza udvar 37. 27. ajtó;;Budapest;Pest;9054;HU;-3158;malattia@hotmail.com
2020;Tóth lejáró 429. 46. emelet;;Pécs;Baranya;9054;HU;-10239;andale@outlook.com
2021;Kovács rakpart 80. 59. emelet;;Budapest;Pest;9054;HU;-4254;kildjean@aol.com
2022;Botond erdõsor 09. 66. emelet;;Dunaújváros;Fejér;9054;HU;-2040;jfmulder@me.com
2023;Deák körút 19. 63. ajtó;;Budapest;Pest;9054;HU;-10079;gward@comcast.net
2024;Liliána sétány 67.;;Budapest;Pest;9054;HU;-4668;ajlitt@me.com
2025;Barta árok 73.;;Budapest;Pest;9054;HU;-2732;heidrich@verizon.net
2026;Virág tere 53.;;Budapest;Pest;9054;HU;-3286;haddawy@live.com
2027;Horváth átjáró 72. 92. emelet;;Budapest;Pest;9054;HU;-1586;gastown@gmail.com
2028;Soma lépcsõ 6. 91. ajtó;;Budapest;Pest;9054;HU;-5719;bmcmahon@live.com
2029;Zsolt mélyút 81. 45. emelet;;Budapest;Pest;9054;HU;-9630;snunez@msn.com
2030;Kocsis lejtõ 49.;;Zalaegerszeg;Zala;9054;HU;-9352;helger@gmail.com
2031;Kornél körút 92.;;Pécs;Baranya;9054;HU;-10591;sblack@me.com
2032;Gál udvar 795. 21. ajtó;;Budapest;Pest;9054;HU;-3262;report@att.net
2033;Sára liget 0.;;Pécsvárad;Baranya;9054;HU;-5066;magusnet@live.com
2034;Szabó tere 62. 67. ajtó;;Budapest;Pest;9054;HU;-9799;jyoliver@icloud.com
2035;Budai üdülõpart 70. 02. ajtó;;Budapest;Pest;9054;HU;-5728;denism@outlook.com
2036;Nikoletta mélyút 68. 74. ajtó;;Budapest;Pest;9054;HU;-7279;luvirini@icloud.com
2037;Boros árok 8. 31. ajtó;;Budapest;Pest;9054;HU;-2713;peterhoeg@icloud.com
2038;Szervác utca 24.;;Budapest;Pest;9054;HU;-5356;zeller@sbcglobal.net
2039;Takács forduló 5. 88. ajtó;;Szeged;Csongrád;9054;HU;-4764;ganter@verizon.net
2040;Olivér körút 9. 95. ajtó;;Budapest;Pest;9054;HU;-4736;themer@verizon.net
2041;Király sétaút 09.;;Szombathely;Pest;9054;HU;-2697;facet@aol.com
2042;Pap tér 147.;;Budapest;Pest;9054;HU;-6976;ullman@sbcglobal.net
2043;Sipos lakótelep 2.;;Budapest;Pest;9054;HU;-8032;hoyer@yahoo.ca
2044;Judit lejáró 6.;;Mezõcsát;Borsod-Abaúj-Zemplén;9054;HU;-5921;gilmoure@verizon.net
2045;Antal liget 25.;;Budapest;Pest;9054;HU;-6153;dexter@outlook.com
2046;Novák ösvény 41. 22. emelet;;Budapest;Pest;9054;HU;-2344;crusader@optonline.net
2047;Jenõ út 765.;;Kunszentmárton;Veszprém;9054;HU;-2813;andrei@yahoo.com
2048;Olivér rakpart 1.;;Budapest;Pest;9054;HU;-3663;nasor@gmail.com
2049;Fábián országút 67.;;Budapest;Pest;9054;HU;-7782;rafasgj@yahoo.com
2050;Zétény út 73. 70. emelet;;Budapest;Pest;9054;HU;-2361;iapetus@icloud.com
2051;Nikoletta fasor 115. 23. emelet;;Budapest;Pest;9054;HU;-9230;noahb@sbcglobal.net
2052;Kerekes határút 76. 36. emelet;;Budapest;Pest;9054;HU;-4291;hwestiii@optonline.net
2053;Székely tér 09. 98. emelet;;Miskolc;Borsod-Abaúj-Zemplén;9054;HU;-2864;johndo@mac.com
2054;Papp orom 637. 23. ajtó;;Budapest;Pest;9054;HU;-8344;houle@sbcglobal.net
2055;Kevin ösvény 523. 34. ajtó;;Budapest;Pest;9054;HU;-7766;airship@yahoo.com
2056;Vilmos park 5. 64. ajtó;;Budapest;Pest;9054;HU;-4752;madanm@live.com
2057;Georgina lejtõ 983. 02. emelet;;Záhony;Szabolcs-Szatmár-Bereg;9054;HU;-2966;eminence@me.com
2058;Zita kert 16.;;Zalaegerszeg;Zala;9054;HU;-4121;kiddailey@comcast.net
2059;Szûcs pincesor 548. 19. ajtó;;Budapest;Pest;9054;HU;-8591;petersen@att.net
2060;Patrik mélyút 512. 38. ajtó;;Szikszó;Borsod-Abaúj-Zemplén;9054;HU;-4822;roesch@att.net
2061;Végh körút 18. 06. emelet;;Budapest;Pest;9054;HU;-10217;bcevc@yahoo.com
2062;Balla mélyút 97.;;Marcali;Somogy;9054;HU;-5395;duchamp@yahoo.com
2063;Hajdu fasor 86.;;Budapest;Pest;9054;HU;-7934;tattooman@comcast.net
2064;Lakatos határsor 32. 40. ajtó;;Budapest;Pest;9054;HU;-8581;sthomas@me.com
2065;Takács híd 00.;;Budapest;Pest;9054;HU;-6567;lushe@icloud.com
2066;Barna sétány 38. 94. emelet;;Budapest;Pest;9054;HU;-2153;dmouse@yahoo.ca
2067;Balázs üdülõpart 05.;;Budapest;Pest;9054;HU;-8765;tristan@sbcglobal.net
2068;Juhász országút 48.;;Szombathely;Pest;9054;HU;-9944;psharpe@yahoo.com
2069;Dalma sugárút 3. 72. ajtó;;Tatabánya;Komárom-Esztergom;9054;HU;-1580;tubajon@yahoo.ca
2070;Bendegúz turistaút 10. 73. ajtó;;Miskolc;Borsod-Abaúj-Zemplén;9054;HU;-7481;jsbach@comcast.net
2071;Borbély lejtõ 62. 55. emelet;;Szentendre;Pest;9054;HU;-2122;mmccool@msn.com
2072;Szalai körönd 04. 56. ajtó;;Szeghalom;Békés;9054;HU;-2878;giafly@gmail.com
2073;Kerekes rakpart 48. 95. ajtó;;Sümeg;Bács-Kiskun;9054;HU;-4974;rupak@hotmail.com
2074;Lengyel dûlõút 87. 18. ajtó;;Budapest;Pest;9054;HU;-8131;empathy@hotmail.com
2075;Juhász körtér 34. 01. ajtó;;Budapest;Pest;9054;HU;-8968;wainwrig@live.com
2076;Vörös köz 528.;;Budapest;Pest;9054;HU;-4577;wainwrig@msn.com
2077;Evelin körút 61. 65. ajtó;;Budapest;Pest;9054;HU;-3479;krueger@mac.com
2078;Illés sugárút 4.;;Érd;Pest;9054;HU;-1983;pmint@verizon.net
2079;Szandra sor 60. 92. ajtó;;Dunaújváros;Fejér;9054;HU;-1303;dgriffith@msn.com
2080;Farkas tere 55. 15. emelet;;Budapest;Pest;9054;HU;-9116;monkeydo@verizon.net
2081;Máté köz 10. 84. emelet;;Budapest;Pest;9054;HU;-9047;mbalazin@yahoo.ca
2082;Dobos körönd 01. 00. emelet;;Mór;Tolna;9054;HU;-4656;yenya@verizon.net
2083;László híd 8. 23. emelet;;Pécs;Baranya;9054;HU;-3517;tezbo@gmail.com
2084;Olívia dûlõsor 560. 53. emelet;;Budapest;Pest;9054;HU;-3698;nicktrig@live.com
2085;Maja mélyút 81.;;Eger;Heves;9054;HU;-5320;murty@outlook.com
2086;Molnár üdülõpart 67. 37. emelet;;Szeged;Csongrád;9054;HU;-10026;stomv@comcast.net
2087;Lengyel tér 957. 89. emelet;;Hódmezõvásárhely;Csongrád;9054;HU;-10113;mosses@mac.com
2088;Sára mélyút 657. 94. ajtó;;Budapest;Pest;9054;HU;-5345;sjava@att.net
